"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nedd4",0,0.851783599651887,0.626,0.015,0,"LPM WT","Nedd4"
"Adap1",0,0.85131068098711,0.831,0.181,0,"LPM WT","Adap1"
"Sntb2",0,0.850603144341327,0.793,0.185,0,"LPM WT","Sntb2"
"Plekhm31",0,0.848996858165249,0.915,0.356,0,"LPM WT","Plekhm3"
"2610507B11Rik1",0,0.84762791785565,0.912,0.295,0,"LPM WT","2610507B11Rik"
"Psd3",0,0.846941353108121,0.83,0.208,0,"LPM WT","Psd3"
"Cdc14b",0,0.845626297045837,0.704,0.084,0,"LPM WT","Cdc14b"
"Ackr3",0,0.84299879697514,0.508,0.006,0,"LPM WT","Ackr3"
"mt-Co3",0,0.842033193163976,0.999,0.981,0,"LPM WT","mt-Co3"
"Naip1",0,0.840997450167323,0.692,0.047,0,"LPM WT","Naip1"
"Ube2e2",0,0.839172684998753,0.505,0.045,0,"LPM WT","Ube2e2"
"Cd300lb1",0,0.838500221109966,0.787,0.118,0,"LPM WT","Cd300lb"
"Klhl6",0,0.83798585813359,0.865,0.269,0,"LPM WT","Klhl6"
"Tmed3",0,0.83617888929108,0.907,0.335,0,"LPM WT","Tmed3"
"Nupr1",0,0.835768897526259,0.913,0.327,0,"LPM WT","Nupr1"
"S1pr1",0,0.834836191628434,0.774,0.084,0,"LPM WT","S1pr1"
"Rasgrp2",0,0.834118084793027,0.802,0.146,0,"LPM WT","Rasgrp2"
"Insr",0,0.831657466931472,0.795,0.208,0,"LPM WT","Insr"
"Rpl141",0,0.826219909517825,0.991,0.866,0,"LPM WT","Rpl14"
"Nfic",0,0.822102122146178,0.893,0.328,0,"LPM WT","Nfic"
"Mpp1",0,0.822018260769777,0.912,0.293,0,"LPM WT","Mpp1"
"Scn1b",0,0.82053478574561,0.82,0.207,0,"LPM WT","Scn1b"
"Sdc3",0,0.817977333104961,0.995,0.419,0,"LPM WT","Sdc3"
"Dgkg1",0,0.815271160121167,0.624,0.057,0,"LPM WT","Dgkg"
"Gas71",0,0.815107969130857,0.84,0.195,0,"LPM WT","Gas7"
"Flna1",0,0.81302809905982,0.922,0.314,0,"LPM WT","Flna"
"Fam43a",0,0.809647021494002,0.775,0.111,0,"LPM WT","Fam43a"
"Rps141",0,0.803585208600011,0.996,0.938,0,"LPM WT","Rps14"
"Atp2a3",0,0.797881637818033,0.672,0.04,0,"LPM WT","Atp2a3"
"Lama3",0,0.796770848658721,0.573,0.005,0,"LPM WT","Lama3"
"Rabgap1l1",0,0.79516991918576,0.741,0.175,0,"LPM WT","Rabgap1l"
"Rarg1",0,0.794212481596721,0.725,0.073,0,"LPM WT","Rarg"
"Unc1191",0,0.789841110045921,0.784,0.143,0,"LPM WT","Unc119"
"Fbxl20",0,0.789238730025455,0.84,0.268,0,"LPM WT","Fbxl20"
"Dennd4c1",0,0.78619383935531,0.776,0.176,0,"LPM WT","Dennd4c"
"Zbtb161",0,0.781015573237022,0.622,0.038,0,"LPM WT","Zbtb16"
"Vps13a",0,0.777252412652777,0.835,0.222,0,"LPM WT","Vps13a"
"Fam234a1",0,0.77223040420585,0.821,0.196,0,"LPM WT","Fam234a"
"Nfe21",0,0.77120286078904,0.68,0.031,0,"LPM WT","Nfe2"
"Prkag21",0,0.76890565379796,0.754,0.135,0,"LPM WT","Prkag2"
"Ptpn71",0,0.762716784385803,0.64,0.053,0,"LPM WT","Ptpn7"
"Hal1",0,0.760519326655186,0.508,0.023,0,"LPM WT","Hal"
"Rps211",0,0.760252393577825,0.999,0.943,0,"LPM WT","Rps21"
"Pced1b",0,0.759687872585056,0.668,0.11,0,"LPM WT","Pced1b"
"Atg71",0,0.755987242589572,0.814,0.238,0,"LPM WT","Atg7"
"Dpysl31",0,0.753612247917376,0.526,0.023,0,"LPM WT","Dpysl3"
"Mxd41",0,0.752529503644753,0.837,0.209,0,"LPM WT","Mxd4"
"Bcam1",0,0.741975910730649,0.615,0.031,0,"LPM WT","Bcam"
"Efcab5",0,0.741679148181656,0.477,0.01,0,"LPM WT","Efcab5"
"Myof1",0,0.740800737565137,0.842,0.215,0,"LPM WT","Myof"
"Mfsd6",0,0.739767821384501,0.645,0.032,0,"LPM WT","Mfsd6"
"Rnf1411",0,0.738178822137464,0.789,0.179,0,"LPM WT","Rnf141"
"Pi16",0,0.737855884484529,0.559,0.022,0,"LPM WT","Pi16"
"Cd244a1",0,0.732905757782773,0.676,0.087,0,"LPM WT","Cd244a"
"Adgrg61",0,0.731675700465647,0.638,0.069,0,"LPM WT","Adgrg6"
"Kctd9",0,0.727708474202202,0.645,0.036,0,"LPM WT","Kctd9"
"Arhgef1",0,0.727673886700366,0.879,0.31,0,"LPM WT","Arhgef1"
"Fgd6",0,0.725195852871176,0.751,0.122,0,"LPM WT","Fgd6"
"Anxa11",0,0.720266126947258,0.856,0.153,0,"LPM WT","Anxa1"
"Ptk2",0,0.72012624769473,0.721,0.104,0,"LPM WT","Ptk2"
"Ipcef1",0,0.716071145599641,0.566,0.104,0,"LPM WT","Ipcef1"
"Ctdspl",0,0.709941141218183,0.538,0.048,0,"LPM WT","Ctdspl"
"Shank3",0,0.707124937025439,0.375,0.003,0,"LPM WT","Shank3"
"Ypel21",0,0.706438535524339,0.581,0.092,0,"LPM WT","Ypel2"
"Arhgap61",0,0.705912331805731,0.442,0.055,0,"LPM WT","Arhgap6"
"Zbtb7c1",0,0.703192505159126,0.535,0.022,0,"LPM WT","Zbtb7c"
"St3gal41",0,0.693772762455699,0.95,0.343,0,"LPM WT","St3gal4"
"Ccr1",0,0.691811280997483,0.951,0.315,0,"LPM WT","Ccr1"
"Aspa",0,0.691090149104311,0.68,0.085,0,"LPM WT","Aspa"
"Tnik",0,0.689187149759221,0.46,0.005,0,"LPM WT","Tnik"
"Arsg",0,0.682545452217157,0.701,0.085,0,"LPM WT","Arsg"
"Pdlim21",0,0.676514056921797,0.705,0.115,0,"LPM WT","Pdlim2"
"Dnajc10",0,0.675358579169311,0.715,0.154,0,"LPM WT","Dnajc10"
"Cnpy2",0,0.671432007997425,0.842,0.275,0,"LPM WT","Cnpy2"
"Plcb4",0,0.669762526751212,0.538,0.024,0,"LPM WT","Plcb4"
"Pilrb21",0,0.666459348044474,0.829,0.236,0,"LPM WT","Pilrb2"
"Klhl51",0,0.661232693311807,0.778,0.21,0,"LPM WT","Klhl5"
"Dab2ip",0,0.659783283230009,0.591,0.016,0,"LPM WT","Dab2ip"
"Rab11fip5",0,0.659684827463779,0.764,0.155,0,"LPM WT","Rab11fip5"
"Sgpp11",0,0.655600736439562,0.779,0.19,0,"LPM WT","Sgpp1"
"Arhgap29",0,0.654916643287061,0.626,0.046,0,"LPM WT","Arhgap29"
"Pelp1",0,0.654456912887677,0.593,0.088,0,"LPM WT","Pelp1"
"Mill2",0,0.651041381606652,0.552,0.047,0,"LPM WT","Mill2"
"Dnah12",0,0.650475717541505,0.404,0.006,0,"LPM WT","Dnah12"
"Calcrl",0,0.645288641620892,0.535,0.085,0,"LPM WT","Calcrl"
"Dpep21",0,0.642560912407338,0.535,0.036,0,"LPM WT","Dpep2"
"Ceacam11",0,0.636710516914105,0.661,0.102,0,"LPM WT","Ceacam1"
"Serpinb8",0,0.633402600271606,0.715,0.126,0,"LPM WT","Serpinb8"
"Plekha6",0,0.63060856350343,0.471,0.012,0,"LPM WT","Plekha6"
"Agtrap",0,0.628040808858948,0.774,0.199,0,"LPM WT","Agtrap"
"Adarb1",0,0.627934121093981,0.618,0.067,0,"LPM WT","Adarb1"
"Hp",0,0.627593910871536,0.744,0.112,0,"LPM WT","Hp"
"Ntng21",0,0.627568367250442,0.601,0.08,0,"LPM WT","Ntng2"
"Emp1",0,0.622829842761426,0.739,0.153,0,"LPM WT","Emp1"
"Afdn1",0,0.621784466690855,0.684,0.134,0,"LPM WT","Afdn"
"Ccdc88c1",0,0.62081393885855,0.542,0.038,0,"LPM WT","Ccdc88c"
"Cd200r11",0,0.611968045683164,0.598,0.112,0,"LPM WT","Cd200r1"
"Slc44a1",0,0.610476632085719,0.728,0.163,0,"LPM WT","Slc44a1"
"Cdc42ep3",0,0.605836895214309,0.622,0.088,0,"LPM WT","Cdc42ep3"
"Rfk",0,0.605403967234307,0.706,0.153,0,"LPM WT","Rfk"
"Cxcl12",0,0.593345932969034,0.457,0.018,0,"LPM WT","Cxcl12"
"Lyz11",0,0.591482549823779,0.872,0.155,0,"LPM WT","Lyz1"
"Abca31",0,0.589792752115359,0.776,0.191,0,"LPM WT","Abca3"
"Tox2",0,0.578491052166917,0.522,0.027,0,"LPM WT","Tox2"
"Plscr4",0,0.577351610957599,0.385,0.01,0,"LPM WT","Plscr4"
"Cfb",0,0.57545948887278,0.676,0.136,0,"LPM WT","Cfb"
"Eps81",0,0.57372549055047,0.87,0.247,0,"LPM WT","Eps8"
"Polr3gl",0,0.56807288400824,0.636,0.096,0,"LPM WT","Polr3gl"
"C2cd5",0,0.561916751582014,0.61,0.106,0,"LPM WT","C2cd5"
"Fcna1",0,0.560191956938393,0.936,0.17,0,"LPM WT","Fcna"
"Sfxn1",0,0.551325454891614,0.665,0.152,0,"LPM WT","Sfxn1"
"Ampd3",0,0.550021758251113,0.622,0.096,0,"LPM WT","Ampd3"
"Htra3",0,0.548977915823697,0.525,0.032,0,"LPM WT","Htra3"
"Akap7",0,0.54730302532536,0.654,0.141,0,"LPM WT","Akap7"
"Kifc3",0,0.543188297091126,0.605,0.072,0,"LPM WT","Kifc3"
"Ipo11",0,0.542885117226173,0.647,0.139,0,"LPM WT","Ipo11"
"Vcl1",0,0.541465275128923,0.63,0.119,0,"LPM WT","Vcl"
"Egln3",0,0.53819092599401,0.435,0.016,0,"LPM WT","Egln3"
"Mfge8",0,0.533343643537317,0.572,0.057,0,"LPM WT","Mfge8"
"Fabp7",0,0.533312134309645,0.633,0.117,0,"LPM WT","Fabp7"
"S1pr5",0,0.526355069887675,0.487,0.008,0,"LPM WT","S1pr5"
"Ankrd33b",0,0.52593100892745,0.809,0.211,0,"LPM WT","Ankrd33b"
"Marveld11",0,0.523656225709879,0.51,0.047,0,"LPM WT","Marveld1"
"Baiap2",0,0.516450592998494,0.765,0.196,0,"LPM WT","Baiap2"
"Kcnab21",0,0.512689081373468,0.563,0.05,0,"LPM WT","Kcnab2"
"Cped1",0,0.507560834407727,0.503,0.051,0,"LPM WT","Cped1"
"Sorcs2",0,0.506781662387745,0.409,0.009,0,"LPM WT","Sorcs2"
"Trmt1",0,0.506141401484217,0.659,0.132,0,"LPM WT","Trmt1"
"Pqlc31",0,0.504222401269339,0.507,0.062,0,"LPM WT","Pqlc3"
"Cyb5r1",0,0.502578477697421,0.657,0.121,0,"LPM WT","Cyb5r1"
"Gypc",0,0.502497473507126,0.481,0.026,0,"LPM WT","Gypc"
"Ldlrad3",0,0.498979371921493,0.501,0.066,0,"LPM WT","Ldlrad3"
"Riox1",0,0.491950395531087,0.528,0.047,0,"LPM WT","Riox1"
"Jag1",0,0.488614710436606,0.471,0.021,0,"LPM WT","Jag1"
"Kcnn3",0,0.486468459979166,0.38,0.002,0,"LPM WT","Kcnn3"
"Crtap",0,0.481086198884944,0.512,0.057,0,"LPM WT","Crtap"
"Cd209b",0,0.473921500804516,0.31,0.013,0,"LPM WT","Cd209b"
"Afap1l1",0,0.471289713746588,0.522,0.061,0,"LPM WT","Afap1l1"
"Zadh2",0,0.470592714750938,0.575,0.095,0,"LPM WT","Zadh2"
"Ptges",0,0.469155885980395,0.457,0.054,0,"LPM WT","Ptges"
"Cp",0,0.46747716614826,0.493,0.063,0,"LPM WT","Cp"
"Hspa12a",0,0.465315657356458,0.451,0.026,0,"LPM WT","Hspa12a"
"Cnst",0,0.457484689718929,0.457,0.049,0,"LPM WT","Cnst"
"Slfn4",0,0.455479582825157,0.676,0.114,0,"LPM WT","Slfn4"
"6430548M08Rik",0,0.454693284546891,0.575,0.1,0,"LPM WT","6430548M08Rik"
"Nbeal2",0,0.45410537355594,0.547,0.065,0,"LPM WT","Nbeal2"
"Gask1b",0,0.448822264571268,0.39,0.008,0,"LPM WT","Gask1b"
"Ryk",0,0.439590577726473,0.51,0.068,0,"LPM WT","Ryk"
"Syne3",0,0.435211493019684,0.423,0.02,0,"LPM WT","Syne3"
"Slc25a131",0,0.434691754606701,0.507,0.072,0,"LPM WT","Slc25a13"
"Slc9a3r2",0,0.430228967723501,0.411,0.025,0,"LPM WT","Slc9a3r2"
"Slc22a15",0,0.424998993206883,0.411,0.023,0,"LPM WT","Slc22a15"
"Nqo2",0,0.424496160691569,0.505,0.074,0,"LPM WT","Nqo2"
"Klhl12",0,0.422931909270588,0.437,0.041,0,"LPM WT","Klhl12"
"Mindy1",0,0.422130273431588,0.563,0.101,0,"LPM WT","Mindy1"
"Adgre4",0,0.418917702145641,0.861,0.208,0,"LPM WT","Adgre4"
"Ocln",0,0.415675048833999,0.481,0.039,0,"LPM WT","Ocln"
"Epas1",0,0.411851924621208,0.375,0.021,0,"LPM WT","Epas1"
"Selenbp1",0,0.399592066970971,0.538,0.083,0,"LPM WT","Selenbp1"
"P2rx1",0,0.394717820665043,0.435,0.037,0,"LPM WT","P2rx1"
"Ccm2l",0,0.385341899224301,0.35,0.008,0,"LPM WT","Ccm2l"
"Fzd1",0,0.384794032097843,0.354,0.008,0,"LPM WT","Fzd1"
"Fam171a1",0,0.379429096488087,0.345,0.012,0,"LPM WT","Fam171a1"
"Zfp9711",0,0.376460770855924,0.418,0.041,0,"LPM WT","Zfp971"
"Mst1r",0,0.372509054459042,0.383,0.006,0,"LPM WT","Mst1r"
"Kank2",0,0.365647763273468,0.396,0.031,0,"LPM WT","Kank2"
"Cav2",0,0.363138302644316,0.436,0.043,0,"LPM WT","Cav2"
"Gprc5b",0,0.363109027864109,0.367,0.007,0,"LPM WT","Gprc5b"
"Cd300lg1",0,0.345896740867889,0.421,0.038,0,"LPM WT","Cd300lg"
"Adamtsl5",0,0.335123601757212,0.348,0.009,0,"LPM WT","Adamtsl5"
"Sorbs3",0,0.333999812063017,0.361,0.014,0,"LPM WT","Sorbs3"
"Car6",0,0.313802384808791,0.27,0.002,0,"LPM WT","Car6"
"Tmem246",0,0.254799937380004,0.289,0.007,0,"LPM WT","Tmem246"
"Pltp1",9.65508858477838e-308,0.795799262592526,0.961,0.36,1.54800035279752e-303,"LPM WT","Pltp"
"Olfr1033",1.16705564241432e-307,0.425540017015142,0.332,0.019,1.87114031148289e-303,"LPM WT","Olfr1033"
"S100a131",1.64739001463878e-307,0.812377143064949,0.924,0.383,2.64126041047036e-303,"LPM WT","S100a13"
"Dusp23",1.62168304867817e-306,0.378579302984183,0.439,0.053,2.6000444319457e-302,"LPM WT","Dusp23"
"Vav31",2.06663844720597e-306,0.646982379758186,0.924,0.318,3.31344142240534e-302,"LPM WT","Vav3"
"App1",8.80024261837568e-306,0.851911877380713,0.994,0.785,1.41094289900417e-301,"LPM WT","App"
"Ext2",1.3751612619127e-304,0.484420012867744,0.664,0.15,2.20479605122464e-300,"LPM WT","Ext2"
"Sfxn31",1.6398991088266e-304,0.47339247914123,0.601,0.12,2.62925024118169e-300,"LPM WT","Sfxn3"
"Dapk11",5.92762014720599e-304,0.988170862266697,0.966,0.445,9.50375338201536e-300,"LPM WT","Dapk1"
"4931406P16Rik",1.29399073280899e-302,0.747551768067323,0.761,0.223,2.07465534191265e-298,"LPM WT","4931406P16Rik"
"Gramd1b",1.59097709194277e-302,0.651265375712093,0.632,0.144,2.55081357151185e-298,"LPM WT","Gramd1b"
"Slc16a7",3.45010270476891e-302,0.629691125062033,0.724,0.186,5.53154966655599e-298,"LPM WT","Slc16a7"
"Cxcl13",4.24279144803287e-302,2.50451026277959,0.497,0.088,6.80246752863109e-298,"LPM WT","Cxcl13"
"Tep11",1.20717650105222e-301,0.741120662833791,0.896,0.343,1.93546608413702e-297,"LPM WT","Tep1"
"Ap3m1",2.09403000238765e-300,0.506003885387352,0.639,0.142,3.35735830282811e-296,"LPM WT","Ap3m1"
"Ppdpf1",6.64945722608603e-300,0.583747702931528,0.773,0.221,1.06610747705837e-295,"LPM WT","Ppdpf"
"Rprm",7.4008845642599e-300,0.282737969870343,0.246,0.001,1.18658382218779e-295,"LPM WT","Rprm"
"Prr131",1.60338394882265e-299,0.880247899249444,0.954,0.454,2.57070548514736e-295,"LPM WT","Prr13"
"Sesn1",8.16155330805533e-299,0.638669445536377,0.777,0.219,1.30854184188051e-294,"LPM WT","Sesn1"
"Itgb7",2.04090118536247e-297,0.693418684585108,0.642,0.152,3.27217687049165e-293,"LPM WT","Itgb7"
"Rpl311",3.47589502326724e-296,0.823022167271168,0.98,0.793,5.57290249080436e-292,"LPM WT","Rpl31"
"Ncoa1",2.36154743975648e-295,0.79945818018147,0.922,0.375,3.78626901016157e-291,"LPM WT","Ncoa1"
"Degs11",2.6974616537516e-295,0.78460648037045,0.921,0.382,4.32484026945994e-291,"LPM WT","Degs1"
"Prdx4",3.46627932276223e-295,0.662127745005641,0.736,0.203,5.55748563818469e-291,"LPM WT","Prdx4"
"Mfsd14b1",4.10739309699944e-295,0.601645666199091,0.811,0.243,6.58538335241921e-291,"LPM WT","Mfsd14b"
"Dock12",1.26562356169086e-294,0.753181491814117,0.878,0.309,2.02917425645895e-290,"LPM WT","Dock1"
"Rplp21",1.87151385958324e-294,0.672831066755373,1,0.947,3.0005981710698e-290,"LPM WT","Rplp2"
"Uba521",6.45450511968091e-294,0.93887888338311,0.956,0.597,1.03485080583844e-289,"LPM WT","Uba52"
"AB124611",4.92822988245933e-293,0.689796004255969,0.933,0.34,7.90143097054704e-289,"LPM WT","AB124611"
"Sult1a1",3.47580003892652e-292,0.498410360251479,0.698,0.167,5.57275020241089e-288,"LPM WT","Sult1a1"
"Rpl22l1",1.7499814843098e-290,0.95151856166878,0.971,0.66,2.80574531379391e-286,"LPM WT","Rpl22l1"
"Capn51",4.03686543821887e-290,0.315568557297332,0.367,0.034,6.47230635709631e-286,"LPM WT","Capn5"
"Tmem2381",1.0556251683563e-289,0.312305276453647,0.367,0.034,1.69248383242565e-285,"LPM WT","Tmem238"
"Atxn1",1.21863263692997e-289,0.816266862877089,0.943,0.371,1.95383370678983e-285,"LPM WT","Atxn1"
"Eef1g1",1.67119123813636e-287,0.850636845407505,0.982,0.597,2.67942091210403e-283,"LPM WT","Eef1g"
"Uqcr111",2.71234991626992e-286,0.831843849438287,0.966,0.538,4.34871062075556e-282,"LPM WT","Uqcr11"
"Prkd31",2.98959464088433e-286,0.601234595892944,0.799,0.236,4.79321708772985e-282,"LPM WT","Prkd3"
"Shtn11",9.54153385863781e-286,0.54633231624878,0.755,0.202,1.5297941235554e-281,"LPM WT","Shtn1"
"Rpl81",3.17118855296661e-285,0.716027830409987,0.996,0.928,5.08436660697136e-281,"LPM WT","Rpl8"
"Ggh",9.42070362189001e-285,0.661709691498003,0.87,0.313,1.51042141169763e-280,"LPM WT","Ggh"
"Pcbd21",1.10243636193601e-284,0.550226405439371,0.748,0.212,1.76753621909201e-280,"LPM WT","Pcbd2"
"Pilra1",3.8162511453503e-284,0.742499000591975,0.912,0.345,6.11859546134014e-280,"LPM WT","Pilra"
"Taok31",1.09782082893486e-283,0.786001483738774,0.935,0.429,1.76013613503126e-279,"LPM WT","Taok3"
"Nfia",1.63559677282268e-283,0.875488322728456,0.966,0.435,2.6223523058666e-279,"LPM WT","Nfia"
"Agfg2",3.28116769905705e-283,0.399041829780889,0.485,0.079,5.26069617189816e-279,"LPM WT","Agfg2"
"Deptor",4.98912504423155e-283,0.438848010440447,0.547,0.104,7.99906418341645e-279,"LPM WT","Deptor"
"Steap31",1.00549856714157e-282,0.319526774539466,0.394,0.044,1.61211585269808e-278,"LPM WT","Steap3"
"Ptpn18",1.36224834324453e-282,0.82552067735099,0.987,0.734,2.18409276872396e-278,"LPM WT","Ptpn18"
"Ccnd31",2.23836544021386e-282,0.61807665603096,0.831,0.265,3.58877131029488e-278,"LPM WT","Ccnd3"
"Slc41a21",6.69082755979927e-282,0.367968439462613,0.439,0.061,1.07274038266262e-277,"LPM WT","Slc41a2"
"Rps51",1.89218593059539e-280,0.793544576573479,0.996,0.909,3.03374170252359e-276,"LPM WT","Rps5"
"Swi51",6.99164530477418e-280,0.684735113347797,0.91,0.373,1.12097049171444e-275,"LPM WT","Swi5"
"H2-D1",8.36919943546772e-280,0.747303343539,0.999,0.961,1.34183374548854e-275,"LPM WT","H2-D1"
"Rpl391",9.17248321059591e-279,0.828470562646336,0.993,0.932,1.47062423315484e-274,"LPM WT","Rpl39"
"Zfp984",3.49249812209822e-278,0.431486970613559,0.528,0.099,5.59952223916007e-274,"LPM WT","Zfp984"
"Tspan321",1.41562151060632e-277,0.426699051401365,0.452,0.068,2.26966596795511e-273,"LPM WT","Tspan32"
"Aifm2",3.31368795376323e-277,0.334569208596433,0.415,0.055,5.31283589626859e-273,"LPM WT","Aifm2"
"Sdf4",3.72190981745619e-277,0.76567033011196,0.96,0.531,5.9673380103275e-273,"LPM WT","Sdf4"
"Cldn10",1.10506855088581e-276,0.257465320907071,0.24,0.003,1.77175640763522e-272,"LPM WT","Cldn10"
"Sh3d19",2.11969648634877e-276,0.341740607324038,0.301,0.018,3.39850937656298e-272,"LPM WT","Sh3d19"
"Rpl171",4.10947457155001e-276,0.755925945005782,0.995,0.925,6.58872058056613e-272,"LPM WT","Rpl17"
"A430078G23Rik1",1.14040379254211e-274,0.321016172345548,0.308,0.021,1.82840940058276e-270,"LPM WT","A430078G23Rik"
"Nucb21",3.72943388055618e-274,0.547799139700431,0.723,0.204,5.97940134069572e-270,"LPM WT","Nucb2"
"Eef1a11",3.78573077100785e-274,0.672854555162675,0.998,0.959,6.06966214515689e-270,"LPM WT","Eef1a1"
"Espl1",5.70540132431324e-274,0.353915058851223,0.439,0.062,9.14746994327141e-270,"LPM WT","Espl1"
"Rasgrp41",6.67105542952172e-274,0.433261402757754,0.622,0.14,1.06957031701522e-269,"LPM WT","Rasgrp4"
"Apobr",1.59214818219952e-273,0.432127126549507,0.566,0.12,2.55269118052049e-269,"LPM WT","Apobr"
"Glb1",1.64803188757008e-273,0.509811812011108,0.62,0.144,2.64228952534111e-269,"LPM WT","Glb1"
"St6gal11",1.39181141115285e-272,0.675997118259088,0.815,0.265,2.23149123550136e-268,"LPM WT","St6gal1"
"Itpripl21",2.29164999096123e-272,0.644464791137512,0.856,0.294,3.67420243050813e-268,"LPM WT","Itpripl2"
"Fbxw71",1.53769032446403e-271,0.671182242021075,0.837,0.292,2.46537889721319e-267,"LPM WT","Fbxw7"
"Rplp1",2.65180248191162e-270,0.624728931947619,0.999,0.964,4.2516349192489e-266,"LPM WT","Rplp1"
"Add11",4.88462454121235e-270,0.569169989833259,0.797,0.248,7.83151852692575e-266,"LPM WT","Add1"
"Ptpre",6.62584555769103e-270,0.863437101875866,0.94,0.482,1.0623218182646e-265,"LPM WT","Ptpre"
"Slpi",7.39819934194327e-270,1.0279933447673,0.577,0.127,1.18615330049376e-265,"LPM WT","Slpi"
"Ccl61",5.04446860444135e-269,0.610581782767567,0.986,0.541,8.08779651350082e-265,"LPM WT","Ccl6"
"Knop11",1.02645691378284e-268,0.452619910157245,0.616,0.141,1.64571836986803e-264,"LPM WT","Knop1"
"Cab39l1",1.3921260497221e-268,0.549314141393263,0.682,0.182,2.23199569551944e-264,"LPM WT","Cab39l"
"Col18a1",2.25175301285155e-268,0.319014490173308,0.229,0.002,3.61023560550489e-264,"LPM WT","Col18a1"
"Rps4x1",4.59379157187858e-268,0.72342851684646,0.998,0.922,7.36522602719293e-264,"LPM WT","Rps4x"
"Rps2",1.87505311592657e-267,0.816654232649698,0.989,0.879,3.00627266076506e-263,"LPM WT","Rps2"
"Gapdh1",4.08421324536563e-267,0.854825203223997,0.994,0.833,6.54821909629472e-263,"LPM WT","Gapdh"
"Anxa21",4.64435174980809e-267,0.436961574159238,0.846,0.261,7.44628916046731e-263,"LPM WT","Anxa2"
"Rps231",9.34900397647198e-267,0.66940136996002,0.996,0.938,1.49892580754775e-262,"LPM WT","Rps23"
"Adgre51",1.84271952937608e-266,0.758224891587222,0.971,0.423,2.95443222144868e-262,"LPM WT","Adgre5"
"Vkorc1",2.24516729848063e-266,0.557593559412601,0.795,0.25,3.599676729654e-262,"LPM WT","Vkorc1"
"Sos21",9.82074044482516e-266,0.525876151425539,0.717,0.202,1.57455931551882e-261,"LPM WT","Sos2"
"Ccl91",3.95358803950946e-265,0.578493453706524,0.936,0.37,6.33878770374552e-261,"LPM WT","Ccl9"
"Gngt2",1.24124717171474e-264,0.906257083931666,0.973,0.642,1.99009159041025e-260,"LPM WT","Gngt2"
"Mid1ip1",1.31011962492964e-264,0.503671374236388,0.755,0.213,2.10051479464968e-260,"LPM WT","Mid1ip1"
"Tgfbr31",4.88552308979766e-264,0.334749904736513,0.294,0.019,7.83295916987259e-260,"LPM WT","Tgfbr3"
"Zfp950",2.49548615741623e-263,0.441943360840936,0.594,0.133,4.00101295618544e-259,"LPM WT","Zfp950"
"Abcd2",5.53221921772722e-263,0.554869334948517,0.652,0.164,8.86980707178205e-259,"LPM WT","Abcd2"
"Cr1l",9.78932487635326e-263,0.635660822207369,0.828,0.294,1.56952245742572e-258,"LPM WT","Cr1l"
"Rpia",2.6752694772538e-262,0.366832861815797,0.46,0.076,4.28925955288102e-258,"LPM WT","Rpia"
"Capg1",4.08737179005026e-262,0.658417917983299,0.914,0.357,6.55328319098758e-258,"LPM WT","Capg"
"mt-Nd4",4.32962328091509e-262,0.784756675228164,0.995,0.924,6.94168500629116e-258,"LPM WT","mt-Nd4"
"Stk101",9.01822830014849e-262,0.733271185086143,0.899,0.363,1.44589254336281e-257,"LPM WT","Stk10"
"Ak31",1.67061146706562e-261,0.376704329260036,0.507,0.096,2.67849136514631e-257,"LPM WT","Ak3"
"mt-Co2",4.98344907697374e-261,0.689012791947002,0.999,0.972,7.989963905112e-257,"LPM WT","mt-Co2"
"Notch21",6.0884155894565e-261,0.737063285699468,0.945,0.475,9.76155671457561e-257,"LPM WT","Notch2"
"Map3k20",6.42998279100647e-261,0.490591719466912,0.62,0.15,1.03091914088207e-256,"LPM WT","Map3k20"
"Utrn1",1.50656708271074e-260,0.598097555790915,0.772,0.239,2.41547900371014e-256,"LPM WT","Utrn"
"Arhgap231",3.41540149457748e-260,0.414341113493327,0.498,0.091,5.47591321625607e-256,"LPM WT","Arhgap23"
"Lyl11",1.28619884902484e-259,0.432396961028297,0.643,0.153,2.06216261464153e-255,"LPM WT","Lyl1"
"Ptger4",8.28058081624558e-259,0.552481848653145,0.782,0.237,1.32762552226865e-254,"LPM WT","Ptger4"
"Auts2",2.25319600048459e-258,0.567890357772471,0.242,0.007,3.61254914757694e-254,"LPM WT","Auts2"
"Smagp",2.38790152163706e-258,0.431985690636058,0.706,0.186,3.8285225096407e-254,"LPM WT","Smagp"
"Uap1",4.46943796396218e-258,0.593208585264683,0.833,0.294,7.16584988762056e-254,"LPM WT","Uap1"
"Synj2",1.58437313328976e-257,0.319691457059353,0.369,0.043,2.54022544460347e-253,"LPM WT","Synj2"
"Derl1",2.09203281179669e-257,0.784698156437784,0.956,0.549,3.35415620715363e-253,"LPM WT","Derl1"
"Rras1",1.30195780101353e-256,0.484733820736225,0.706,0.202,2.087428942365e-252,"LPM WT","Rras"
"Zfyve21",1.55878742771367e-256,0.282442216415477,0.362,0.041,2.49920388285333e-252,"LPM WT","Zfyve21"
"Diaph11",2.67296642021409e-256,0.690753545802232,0.964,0.477,4.28556706152924e-252,"LPM WT","Diaph1"
"Arsa",4.27264448312354e-256,0.367494615462594,0.508,0.098,6.85033089979197e-252,"LPM WT","Arsa"
